target,branch_id,rep_branch_id,shape,region_id,group_size,is_rep
harfbuzz,9237,9235,-B-R,"/src/harfbuzz/src/hb-ot-shape.cc::hb_ot_shape_planner_t::compile(hb_ot_shape_plan_t&, hb_ot_shape_plan_key_t const&)::L150-199",5,0
harfbuzz,9240,9235,-B-R,"/src/harfbuzz/src/hb-ot-shape.cc::hb_ot_shape_planner_t::compile(hb_ot_shape_plan_t&, hb_ot_shape_plan_key_t const&)::L150-199",5,0
harfbuzz,9242,9235,-B-R,"/src/harfbuzz/src/hb-ot-shape.cc::hb_ot_shape_planner_t::compile(hb_ot_shape_plan_t&, hb_ot_shape_plan_key_t const&)::L150-199",5,0
harfbuzz,9246,9235,-B-R,"/src/harfbuzz/src/hb-ot-shape.cc::hb_ot_shape_planner_t::compile(hb_ot_shape_plan_t&, hb_ot_shape_plan_key_t const&)::L150-199",5,0
harfbuzz,9253,9253,-B-R,"/src/harfbuzz/src/hb-ot-shape.cc::hb_ot_shape_plan_t::position(hb_font_t*, hb_buffer_t*) const::L250-299",1,1
harfbuzz,9293,9293,--RB,/src/harfbuzz/src/hb-ot-shaper-arabic.cc::hb-ot-shaper-arabic.cc:arabic_joining(hb_buffer_t*)::L300-349,1,1
harfbuzz,9334,9334,RB--,/src/harfbuzz/src/hb-ot-shaper-indic-machine.hh::find_syllables_indic(hb_buffer_t*)::L500-549,1,1
harfbuzz,9438,9438,--RB,/src/harfbuzz/src/hb-ot-shaper-khmer-machine.hh::find_syllables_khmer(hb_buffer_t*)::L350-399,1,1
harfbuzz,9440,9440,RB--,/src/harfbuzz/src/hb-ot-shaper-khmer-machine.hh::find_syllables_khmer(hb_buffer_t*)::L350-399,1,1
harfbuzz,9584,9584,-B-R,"/src/harfbuzz/src/hb-ot-shaper-vowel-constraints.cc::_hb_preprocess_text_vowel_constraints(hb_ot_shape_plan_t const*, hb_buffer_t*, hb_font_t*)::L150-199",1,1
harfbuzz,9709,9709,RB--,/src/harfbuzz/src/hb-ot-shaper.hh::hb-ot-shape-normalize.cc:hb_ot_shaper_categorize(hb_ot_shape_planner_t const*)::L300-349,1,1
harfbuzz,9790,9790,--RB,"/src/harfbuzz/src/hb-ucd.cc::hb-ucd.cc:_hb_ucd_compose_hangul(unsigned int, unsigned int, unsigned int*)::L50-99",1,1
